title,artist,link
Untitled - Woman in Hat with Ribbon (1980),Carolyn S Byres,./record/99426?highlight=*:*
Untitled,Bennett,./record/111042?highlight=*:*
Still Life and Boat at Sea (1961),Vivien Alexander,./record/122849?highlight=*:*
Untitled (1966),Helen G. S Forde,./record/99817?highlight=*:*
Woman Seated (1954),John P Busby,./record/21380?highlight=*:*
Untitled - Two Boys in Patterned Shirts (1985-1986),Dorothy Black,./record/99467?highlight=*:*
Italian Cityscape (1953-1954),Trevor Stubley,./record/20798?highlight=*:*
Portrait of a Man (Circa 1951),Helmut F G Petzsch,./record/21391?highlight=*:*
"Metope 9, south entablature, Parthenon (1837)",NA,./record/20645?highlight=*:*
Unknown (1950),Muriel Davidson,./record/53476?highlight=*:*
Standing Nude Woman (1955),Edith C. Duke,./record/122832?highlight=*:*
Chinese spectacle case,Unknown,./record/102704?highlight=*:*
Unknown,Alexander Cree,./record/50547?highlight=*:*
Seated Female Nude (1956),J Salter,./record/21183?highlight=*:*
Rabbit,Emma Gillies,./record/53751?highlight=*:*
Metope South 27 from the Parthenon (1837),NA,./record/20643?highlight=*:*
Portrait of a Woman (1951),Rosemary Bagshawe,./record/21234?highlight=*:*
Goat,Winsome Douglass,./record/113829?highlight=*:*
Two Pipers in the Sunlight (1953),Leonard Rosoman,./record/21752?highlight=*:*
Skeleton (1969),Richard Hunter,./record/21275?highlight=*:*
From the Viking Age (1897),Pavlov Chailly,./record/50469?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,./record/21784?highlight=*:*
Female Nude (1949),Marion M Cooper,./record/122861?highlight=*:*
Tropical Bird Study (09 MAY 1962),Lesley M. Johns,./record/99330?highlight=*:*
Standing Male Nude with Staff (1950),Cecile E M Johnston,./record/21025?highlight=*:*
Untitled - Portrait of a Reading Woman (Apr 1963),William Gillon,./record/99478?highlight=*:*
Portrait of a Woman (1947),James Cumming,./record/21363?highlight=*:*
Rugby Players' Changing Room (1952),Trevor Stubley,./record/20796?highlight=*:*
Table Runner,Anne Roscoe,./record/123304?highlight=*:*
Unknown (1956),Alan M. Alexander,./record/50597?highlight=*:*
Untitled (1983-1984),Lindsay Marshall,./record/21565?highlight=*:*
Untitled (1963),John Milligan,./record/99355?highlight=*:*
Untitled (2006),Amelia Smith,./record/99863?highlight=*:*
Boats and Collies (1929),Ernest S. Lumsden,./record/21751?highlight=*:*
Unknown (1950),Alexander Cree,./record/50544?highlight=*:*
Fragment of ornament (arch springing),Unknown,./record/20566?highlight=*:*
Seated Male Nude (1959),Violet Thomson,./record/21146?highlight=*:*
Untitled (1990-1991),Anne Weddell,./record/21977?highlight=*:*
Opuntia Basilaris Engelmann and Bigelow 1856 (1993-1994),Jane Watt,./record/99458?highlight=*:*
Portrait of a Woman (1960),John Johnstone,./record/21356?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,./record/20731?highlight=*:*
Standing Female Nude (1955),Peter McGinn,./record/122728?highlight=*:*
Standing Male Nude (1952),Adam Robson,./record/20809?highlight=*:*
Untitled - Still Life of Kitchen Table in Red (1963),William O. Little,./record/99270?highlight=*:*
Back of Kneeling Male Nude (1953),Maurice Chamberlain,./record/50559?highlight=*:*
Portrait of a Young Man (1951),Pamela D Moore,./record/21050?highlight=*:*
Abstract,C Pulsford,./record/21084?highlight=*:*
Portrait - Woman (1963),Janette R. Brown,./record/123334?highlight=*:*
Portrait of a Seated Man (MAY 1960),John Gilbert,./record/20997?highlight=*:*
Still Breathing,Stuart T. MacKenzie,./record/22660?highlight=*:*
Still Life - Tomatoes (1960),Thora Clyne,./record/22719?highlight=*:*
Horse (1920s),Emma Gillies,./record/122122?highlight=*:*
Untitled (Unknown),Unknown,./record/21551?highlight=*:*
Abstract Still Life (Circa 1975),Lindsay Moran,./record/20761?highlight=*:*
Unknown (1963),Roger Cameron,./record/50436?highlight=*:*
Inscription Panel from Trajan's Column (right side),Unknown,./record/20537?highlight=*:*
"Unknown, abstract (2004)",Amy Marshall,./record/99486?highlight=*:*
Landscape (1951),James P W Syme,./record/20836?highlight=*:*
Untitled,Robin S. Taylor,./record/122968?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,./record/20698?highlight=*:*
Venus Marina,Unknown,./record/20594?highlight=*:*
Agriculture,Unknown,./record/20534?highlight=*:*
Untitled (Unknown),Unknown,./record/21557?highlight=*:*
"Tomb of Ferry de Gros, Lord of Dyeghem Nieunland",Unknown,./record/20567?highlight=*:*
"The Beach, Summer Composition (1958)",Robert M E Callender,./record/22590?highlight=*:*
Rabid Dog,Roland Corbin,./record/122962?highlight=*:*
Unknown (MAY 1948),John W. Corner,./record/50516?highlight=*:*
Seated Male Nude with Staff (1958),Ian Hodkinson,./record/20882?highlight=*:*
Plate (1924),Emma Gillies,./record/53727?highlight=*:*
Untitled (1969),Gabrielle Stubbs,./record/22488?highlight=*:*
Green and Cream Geometric (1974),Evelyn White,./record/122810?highlight=*:*
Banners of the Banned (MAY 2017),Elle McKee,./record/100019?highlight=*:*
Untitled (2002),Sarah Sanford,./record/99954?highlight=*:*
Wildflowers and Butterfly (Circa 1954),John P Busby,./record/22627?highlight=*:*
Untitled (1969),Richard Easson,./record/99830?highlight=*:*
Teacup,Emma Gillies,./record/53653?highlight=*:*
Untitled (1989),Karen Guthrie,./record/21886?highlight=*:*
Whitework baby's bonnet,Unknown,./record/102708?highlight=*:*
Teacup,Emma Gillies,./record/53645?highlight=*:*
Untitled - Standing Nude Female (1963-1964),Irene G. Thomson,./record/99419?highlight=*:*
Discophoros,Unknown,./record/20589?highlight=*:*
Untitled - Semi-Nude Woman Combing Her Hair (1961-1962),Ann F Ward,./record/99353?highlight=*:*
Woman (1966),James H. Fairgrieve,./record/22617?highlight=*:*
Untitled (1962),Carl O Ekevall,./record/99497?highlight=*:*
Human Skeleton and Fruit (1958-1959),Peter Standen,./record/20792?highlight=*:*
My Friend Jackie,Claudia Petretti,./record/122738?highlight=*:*
"Venus de Milo, 130-10 BC",Unknown,./record/20592?highlight=*:*
Powderhall (1994),Jane Weatherly,./record/123108?highlight=*:*
Untitled (2004),Shona Van Dam,./record/21791?highlight=*:*
Portrait of a Woman (1953),Peter Brady,./record/21203?highlight=*:*
Unknown (1950),James T. Ferguson,./record/53496?highlight=*:*
Untitled (1967),Christine Watson,./record/21772?highlight=*:*
Unknown (1978),William J. Rennie,./record/50427?highlight=*:*
Forest (Circa 1988),Sheila MacGregor,./record/21500?highlight=*:*
Unknown (1943-1944),William MacLaren,./record/50490?highlight=*:*
Unknown,Fiona Hewitt,./record/53599?highlight=*:*
Untitled (1969),John Stewart,./record/99528?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,./record/53682?highlight=*:*
Sitting Nude Woman (1952),Maureen Baird,./record/122880?highlight=*:*
Farmland (possibly),Donald Clark,./record/21488?highlight=*:*
"St Mary's, Cilly Oct 27 1927 (27 OCT 1927)",Ben Nicholson,./record/53471?highlight=*:*
Untitled (1989),Joanne Leonie Milne,./record/21562?highlight=*:*
Life Drawing (Male Nude Reclining on Front) (1962),John Bellany,./record/20763?highlight=*:*
The Strike (1953),Robert Marx,./record/21691?highlight=*:*
Untitled (Unknown),Unknown,./record/21895?highlight=*:*
Unknown (1954),D. Gordon Campbell,./record/50634?highlight=*:*
"Seated Fate, east pediment of the Parthenon",NA,./record/20637?highlight=*:*
Untitled (2003),Andrea Bain,./record/99938?highlight=*:*
Untitled - Abstract Figures and Shapes (1965-1966),James B. Thomson,./record/99449?highlight=*:*
Unknown (1962),Lesley M. Johns,./record/50502?highlight=*:*
The Milliner's Shop (Circa 1946),Marjorie H. McLachlan,./record/122744?highlight=*:*
Portrait of Sister (1958),Frances M. Walker,./record/22680?highlight=*:*
Unknown,Unknown,./record/50407?highlight=*:*
Untitled (2004),Rebecca Firth,./record/21818?highlight=*:*
Unknown,Unknown,./record/50384?highlight=*:*
Horse (1920s),Emma Gillies,./record/122121?highlight=*:*
Untitled,A. Parkinson,./record/112501?highlight=*:*
William Shakespeare Otelo (1983),Boris Bućan,./record/22040?highlight=*:*
Portrait of a Man in Profile (1951),Helmut F G Petzsch,./record/21392?highlight=*:*
Rooftops,A McIntosh,./record/21465?highlight=*:*
Elderly Man in Military Costume (1952),Frances Walker,./record/20847?highlight=*:*
Student in the Studio,Leon Francesco Morrocco,./record/21401?highlight=*:*
Untitled (1966),Simone Walker,./record/22477?highlight=*:*
Standing Male Nude (1958),Jacqueline A N Stieger,./record/20786?highlight=*:*
Tangled Leaves,Susan Alexander,./record/50401?highlight=*:*
Sedilia from Lincluden Collegiate Church (1912),Joseph Cavagnari,./record/20568?highlight=*:*
Portrait of a Man (1980s),Kirsty E. Raitt,./record/21439?highlight=*:*
Standing Male Nude (1959),Grace Nichol,./record/20956?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,./record/20699?highlight=*:*
Passing Barges (1963),Geoffrey J Roper,./record/99369?highlight=*:*
Untitled (2007),Frea Buckler,./record/99967?highlight=*:*
"Architrave and lintel from Collegiate Church of St Gertrude, Nivelles, Belgium (Anglo-Saxon)",Unknown,./record/20552?highlight=*:*
"Untitled - Abstract Orange, Blue, and Brown Shapes (1963)",Anthony J Valentine,./record/99442?highlight=*:*
Untitled (Unknown),Unknown,./record/21569?highlight=*:*
Portrait of a Seated Woman (1960s),Sandra Miller,./record/21278?highlight=*:*
Water Dance (Porthmeor) IV (2006),Wilhelmina Barns-Graham CBE HRSA HRSW,./record/54753?highlight=*:*
Composition (1987),Gordon W. Boyd,./record/22564?highlight=*:*
Standing Nude Woman (Circa 1948),Thomas Kim Redpath,./record/122737?highlight=*:*
Jug (1920s),Emma Gillies,./record/53740?highlight=*:*
Saucer,Emma Gillies,./record/53660?highlight=*:*
Abstract Composition in Pale Grey (1994),Paula McQue,./record/123338?highlight=*:*
Unknown,Edith Duke,./record/53525?highlight=*:*
Untitled (1962),Carl O Ekevall,./record/99496?highlight=*:*
Blackbird on Toys,Gordon Mitchell,./record/22560?highlight=*:*
Seated Female Nude (Circa 1948),Marion M Cooper,./record/122868?highlight=*:*
Blindfolded Woman at Arch,David C Duke,./record/22551?highlight=*:*
Jug (1920s),Emma Gillies,./record/53623?highlight=*:*
Untitled (1962),Crosier,./record/22494?highlight=*:*
Untitled - Drawing of Harbour (1967),Isobel T Johnstone,./record/99255?highlight=*:*
"Pro Tanto Quid Retribuamus/For so much, what shall we give in return? (2017)",Lara Hirst,./record/100018?highlight=*:*
Two Standing Male Nudes (24 JAN 1951),Norma G Reid,./record/21393?highlight=*:*
Untitled (1963),Madelene R Galloway,./record/99821?highlight=*:*
Sixteen Boxes,John Mooney,./record/21804?highlight=*:*
Reclining Nude with Jacket (1967),Christine Malcolm,./record/21266?highlight=*:*
Portrait of a Man (1959),NA,./record/20973?highlight=*:*
Cityscape,Norman Taylor,./record/22582?highlight=*:*
Unknown (1950),Patrick W. Barclay,./record/50621?highlight=*:*
"Untitled - Abstract Green, Purple and Brown Shapes (1989)",Joanne Leonie Milne,./record/99388?highlight=*:*
Queen Anne apron (1700-1799),Unknown,./record/102684?highlight=*:*
Portrait of a Man (1939),Jessie May Stirling,./record/21134?highlight=*:*
Fy Experience (2023),Ffion Williams,./record/123695?highlight=*:*
Standing Female Nude (1957),Peter Coyle,./record/20969?highlight=*:*
Unknown (MAY 1963),Gregor Smith,./record/53501?highlight=*:*
Espresso Cup (1920s),Emma Gillies,./record/53693?highlight=*:*
Unitled (Unknown),S J Dooley,./record/99909?highlight=*:*
Reclining Female Nude (1952),John Houston,./record/21352?highlight=*:*
Reclining Nude Woman (1962),Norma M. Kirk,./record/122692?highlight=*:*
Teacup,Emma Gillies,./record/53639?highlight=*:*
Portrait of Seated Woman (25 JAN 1966),George Donald,./record/21175?highlight=*:*
Untitled (Unknown),Unknown,./record/21982?highlight=*:*
Saucer,Emma Gillies,./record/53632?highlight=*:*
Untitled (2001),Antonio Marcos Martin,./record/21921?highlight=*:*
Seated Male Nude in High-back Chair (1969),James Campbell,./record/21270?highlight=*:*
Seated Female Nude (1953),James Martin,./record/21059?highlight=*:*
"A PHP Error was encountered Severity: Warning Message: Undefined array key ""dctitleen"" Filename: views/search_results.php Line Number: 98 A PHP Error was encountered Severity: Warning Message: Trying to access array offset on null Filename: views/search_results.php Line Number: 98 (1965)",Frances Sander,./record/99526?highlight=*:*
Prophet (1953),Ben Zion,./record/21684?highlight=*:*
Untitled,R. Euman,./record/112502?highlight=*:*
Winged Victory of Samothrace (Post 1879),Musée Royal du Louvre,./record/20585?highlight=*:*
Standing Female Nude (Circa 1952),David Michie,./record/21037?highlight=*:*
Untitled - Abstract Ocean of Dark Reds and Greens and Blacks (1993),Norman Shaw,./record/99463?highlight=*:*
View of a Fair (1949),David McClure,./record/21333?highlight=*:*
Horse and Cart (1956),Moira E. Brown,./record/22712?highlight=*:*
Untitled,Sara Gough,./record/112504?highlight=*:*
Portrait of a Seated Woman (1958),Alan Alexander,./record/21166?highlight=*:*
Abstract in Brown and Blue (1988),George M. Glen,./record/22565?highlight=*:*
Unknown (1946),Allan Lefley,./record/50485?highlight=*:*
Unknown (1950),Patrick W. Barclay,./record/50620?highlight=*:*
A Head (Unknown),Unknown,./record/21561?highlight=*:*
Interior (Circa 1975),Brian D. Henderson,./record/22623?highlight=*:*
Self Portrait at an Easel (Circa 1961),Ann F Ward,./record/122816?highlight=*:*
Unknown (1975),Ruth Stiven,./record/50398?highlight=*:*
Notes for Final Composition (23 SEP 1985),Unknown,./record/53539?highlight=*:*
Barley Field (1963),Anne E Jones,./record/99257?highlight=*:*
Untitled (1987),Martin McInally,./record/21939?highlight=*:*
Seated Female Nude (1953),Diana Douglas-Hamilton,./record/20927?highlight=*:*
Unknown (1960),Hugh Deans,./record/53577?highlight=*:*
Still Life Jugs (1957),Beatrice Patricia Grimshaw,./record/122878?highlight=*:*
Reclining Male Nude (1959),Jean I. Beattie,./record/20923?highlight=*:*
Portrait of a Middle Aged Woman (1949),Leszek Muszynski,./record/22515?highlight=*:*
Portrait of a Woman (1962),Helen Wishart,./record/21297?highlight=*:*
Portrait of a Man,Michael Douleny,./record/21480?highlight=*:*
Portrait of a Woman (1959),Kenneth Dingwall,./record/21328?highlight=*:*
Seated Female Nude (1959),C Byron,./record/20917?highlight=*:*
Figure of Dionysos from the Parthenon (east pediment) (1837),Westmacott,./record/20632?highlight=*:*
Inverleith,Janice McNab,./record/22526?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,./record/20728?highlight=*:*
Portrait (1953),George Roderick Carmichael,./record/22644?highlight=*:*
Piana degli Greci (1958),Beatrice Patricia Grimshaw,./record/53481?highlight=*:*
Step 3 (2013),Maria Hadam,./record/21308?highlight=*:*
Untitled (1946),Vivian Chapman,./record/21735?highlight=*:*
Standing Male Nude (1964),Kirkland Main,./record/21169?highlight=*:*
Untitled (1965),Euphemia (Fay) S. Wright,./record/22496?highlight=*:*
Abstract in Grey and Brown (1994),Paul Dalrymple,./record/122904?highlight=*:*
Teacup,Emma Gillies,./record/53634?highlight=*:*
Modesty vest,Unknown,./record/102682?highlight=*:*
Unknown (1957),Alejandro B. Brasó,./record/50602?highlight=*:*
Untitled (1989),Joanne Leonie Milne,./record/21896?highlight=*:*
Untitled,Elaine Speirs,./record/122771?highlight=*:*
Memories (1983),Stuart T. MacKenzie,./record/22629?highlight=*:*
Sugar Bowl,Emma Gillies,./record/53676?highlight=*:*
Seascape (1978),Michael Kinane,./record/21492?highlight=*:*
Life Painting (Circa 1952),David Michie,./record/20737?highlight=*:*
Limits (2014),Phoebe Mitchell,./record/54759?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,./record/20710?highlight=*:*
Untitled,McArthur,./record/111043?highlight=*:*
Unknown,Unknown,./record/53536?highlight=*:*
Unknown (1960),Hugh Deans,./record/53570?highlight=*:*
Frieze from the Temple of Athena Nike (left slab) (1827),NA,./record/20625?highlight=*:*
Portrait Sitting Nude Male (1961),Vivien Alexander,./record/122852?highlight=*:*
Bathers (Circa 1959),Robert M E Callender,./record/122835?highlight=*:*
Male Model in Studio (1961),Gabrielle M. Stubbs,./record/122761?highlight=*:*
Untitled - Abstract Blue and Green Squares (1994),Roger Elliot,./record/99461?highlight=*:*
Leprosy Capital (Diptych),Paul J Donaldson,./record/21445?highlight=*:*
Untitled (JAN 1997),Sharon Cornwill,./record/21920?highlight=*:*
The Jungle (1990),John Brown,./record/99469?highlight=*:*
Seated Male Nude (1953),Roy McCallum,./record/20897?highlight=*:*
Harbour (Circa 1965),James B. Thomson,./record/22619?highlight=*:*
Untitled - Sitting Nude Woman (1968),Alastair Burns,./record/99475?highlight=*:*
Seated Elderly Couple (Apr 1963),John Bellany,./record/20767?highlight=*:*
Putti with Candelabrum (right group),Unknown,./record/20538?highlight=*:*
Dutch Street Scene (1930s),Katherine Ogilvy,./record/122804?highlight=*:*
Untitled (1990s),Duncan N. Ganley,./record/21854?highlight=*:*
Falling Figure in an Autumn Valley (1968),Alistair T. B. Burns,./record/22589?highlight=*:*
Untitled (Unknown),Unknown,./record/21586?highlight=*:*
Saucer,Emma Gillies,./record/53659?highlight=*:*
Portrait of a Man in a Suit (1959),Albert Robson,./record/20784?highlight=*:*
One Pound Coin (2017),Lara Hirst,./record/100017?highlight=*:*
Twist (1989),Dorothy Black,./record/21849?highlight=*:*
Unknown,Unknown,./record/50430?highlight=*:*
Seated Male Nude (25 JAN 1954),Catherine M Gibson,./record/21229?highlight=*:*
Man in Black (possibly),Claudia Petretti,./record/21482?highlight=*:*
Male Portrait (1961),Paresh C. Chakraborty,./record/123106?highlight=*:*
Hibernation (1987),Alastair Mack,./record/21842?highlight=*:*
Seated Female Nude (1957),Isobel Howieson,./record/20962?highlight=*:*
Untitled (Unknown),Ruth Beale,./record/21942?highlight=*:*
Untitled (2007),Matt Carter,./record/99975?highlight=*:*
Unknown (1965),William S. T. Brodie,./record/53597?highlight=*:*
Unknown (1950),Jacquetta Burn-Callander,./record/50573?highlight=*:*
Part Figure/Part Landscape Composition (Circa 1970),Helen Grant,./record/123114?highlight=*:*
Untitled (Unknown),Dilys R. Lovell,./record/21574?highlight=*:*
Composition with Stripes and Full Moon (Circa 1973),Peter Bewsey,./record/20759?highlight=*:*
Untitled (1961),Dr Ainslie Yule,./record/99531?highlight=*:*
Saucer,Emma Gillies,./record/53621?highlight=*:*
Pair of sleeves,Unknown,./record/102676?highlight=*:*
Reclining Male Nude (06 NOV 1967),Sybil Erskine,./record/21111?highlight=*:*
The Bakery,Mollie E N Langlands,./record/122688?highlight=*:*
Swirlings (1989),Dorothy Black,./record/21972?highlight=*:*
Man and Woman in Brown (Circa 1975),Robin Paine,./record/22585?highlight=*:*
Untitled (11 NOV 1977),Lesley A. Crave,./record/21885?highlight=*:*
Reclining Male Nude (1958),Ian Hodkinson,./record/20880?highlight=*:*
Portrait of a Man (1959),C Byron,./record/20913?highlight=*:*
"""Mr Smith can't remove himself because he doesn't want to""",Ronald D. Forbes,./record/22583?highlight=*:*
Untitled,Susan Pettinger,./record/112500?highlight=*:*
untitled,Joyce M Cumming,./record/112357?highlight=*:*
Flowers Behind the Door (1953),Bernard Reder,./record/21658?highlight=*:*
Portrait of a Woman (1939),Olivia Cochrane,./record/21132?highlight=*:*
Summer Rain (1984),Tom Pow,./record/122727?highlight=*:*
Untitled (1960),Kathleen Russell,./record/99519?highlight=*:*
Untitled (1997),Sera K,./record/21779?highlight=*:*
Untitled (1962),Leslie Johns,./record/21767?highlight=*:*
Untitled (2002),Kirsty MacDonald,./record/99949?highlight=*:*
Unknown (1968),Gillian Mather,./record/53589?highlight=*:*
Portrait of a Man (Circa 1952),John Houston,./record/21351?highlight=*:*
Portrait of a Woman (1959),V Thomson,./record/20961?highlight=*:*
Portrait of a Seated Woman (1962),Carl O Ekevall,./record/21286?highlight=*:*
Unknown (1949),Mary D Thomson,./record/50452?highlight=*:*
Untitled (Unknown),J.,./record/21953?highlight=*:*
Crazily Paved (Unknown),John Brown,./record/21661?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,./record/20690?highlight=*:*
Portrait of a Woman (Carole Danielson) (1964),Kirkland Main,./record/21168?highlight=*:*
Woman with Cigarettes (Circa 1964),Kirkland Main,./record/122718?highlight=*:*
Untitled (Dec 1972),Alison Duncan,./record/21581?highlight=*:*
Architectural Interior (1980s),Kathleen A. Binns,./record/21430?highlight=*:*
Abstract Butterfly (1961),John G. Mitchell,./record/122911?highlight=*:*
Untitled (2002),Zillah Green,./record/99951?highlight=*:*
Untitled (1965),Hugh Tuckerman,./record/22025?highlight=*:*
A Puppet of Power (Circa 1956),Peter G. Collins,./record/22576?highlight=*:*
Unknown (1957),Peter Crorkin,./record/50508?highlight=*:*
Reclining Male Nude (FEB 1951),L Weir,./record/21223?highlight=*:*
Garden of Eden (1987),Unknown,./record/21608?highlight=*:*
Lucca (1949),J. C. Grant Duncan,./record/21367?highlight=*:*
"Commercial Street, Leith (1950)",John W. Corner,./record/21828?highlight=*:*
Untitled (Unknown),Anna Chapman,./record/21603?highlight=*:*
Reclining Nude (1968),Michael Docherty,./record/21177?highlight=*:*
Untitled - City Scene at Night (1964-1965),William Gillon,./record/99483?highlight=*:*
Portrait of Man in a Hat (1951),Adam Hogg,./record/21239?highlight=*:*
Riders from West Frieze of the Parthenon (1836-1837),NA,./record/20667?highlight=*:*
Two Women with Sail Boats,Unknown,./record/122757?highlight=*:*
Unknown,Douglas Gordon,./record/50633?highlight=*:*
Untitled (1966),Molly Harris,./record/99834?highlight=*:*
Back of Standing Male Nude with Stick (1954),John P Busby,./record/21377?highlight=*:*
Woman at a Table (1959),Alan M. Alexander,./record/122848?highlight=*:*
Untitled (2002),Gillian Curry,./record/99939?highlight=*:*
Untitled (Unknown),Nicholas File,./record/21781?highlight=*:*
River Scene with Boats (Circa 1954),Valerie M. Fraser,./record/122891?highlight=*:*
Untitled,Douglas Cook,./record/22567?highlight=*:*
Mourner No. 54 from the Tomb of John the fearless (Pre 1895),Unknown,./record/20610?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,./record/20671?highlight=*:*
Untitled (Unknown),Susie Wilson,./record/21796?highlight=*:*
Untitled (Unknown),Unknown,./record/99922?highlight=*:*
Cow (1920s),Emma Gillies,./record/53752?highlight=*:*
Woman Wearing Head Cloth in Prayer or Begging,Katherine Ogilvy,./record/122965?highlight=*:*
Elders from East Frieze of the Parthenon,NA,./record/20685?highlight=*:*
Untitled - Figure Drawing of A Woman Sitting on the Side of a Chair (1964-1965),Gordon Bryce,./record/99274?highlight=*:*
John Mooney Paintings (1984),John Mooney,./record/21846?highlight=*:*
Unknown (1968),Maureen Purcell,./record/53588?highlight=*:*
Buildings,J Shore,./record/21494?highlight=*:*
Female Nude with Pitcher,Samuel John Peploe,./record/20736?highlight=*:*
The Cape of Good Hope Pub,Ella Smith,./record/21429?highlight=*:*
Still Life with Triumphal Arch (Circa 1958),Alan M. Alexander,./record/122886?highlight=*:*
Espresso Cup (1920s),Emma Gillies,./record/53694?highlight=*:*
Still Life with Torn Paper Collage,Unknown,./record/122783?highlight=*:*
West Coast Seascape (Unknown),Catherine Orbach,./record/21790?highlight=*:*
Untitled (Unknown),Unknown,./record/21566?highlight=*:*
Double Portrait (Circa 1981),Elizabeth A. Adamson,./record/123291?highlight=*:*
Portrait of a Seated Man (MAY 1960),John Gilbert,./record/20996?highlight=*:*
Portrait of a Woman (1950),Zygmunt Bukowski,./record/21368?highlight=*:*
Self Portrait - Male,Alexander Cree,./record/22697?highlight=*:*
Teapot (1924),Emma Gillies,./record/53742?highlight=*:*
Portrait of a Woman (1952),Barbara C. Balmer,./record/122867?highlight=*:*
Plate,Emma Gillies,./record/53729?highlight=*:*
Portrait of a Woman (1939),Jessie May Stirling,./record/21135?highlight=*:*
Untitled - Kings and Queens (1969),Michael T R B Turnbull,./record/99446?highlight=*:*
Untitled (1963),Carol Handyside,./record/99842?highlight=*:*
Anti-Matter (2013),Marissa Stoffer,./record/47441?highlight=*:*
Still Life with Blue Jug,Steiga,./record/122794?highlight=*:*
Still Life with Garden Fork (1964),Alexander Moffat,./record/93355?highlight=*:*
Fine lawn collar (1820),Unknown,./record/102681?highlight=*:*
Unknown,J Hamilton Glass,./record/50459?highlight=*:*
Gem cabinet 2 (of 6) containing 43 medallions (Unknown),Unknown,./record/20616?highlight=*:*
Portrait of a Man (1955),Alexander S Campbell,./record/21316?highlight=*:*
Portrait of Man at a Writing Bureau,Unknown,./record/122768?highlight=*:*
Landscape (possibly),Donald Clark,./record/21487?highlight=*:*
On Italian Balcony,Muriel Davidson,./record/53477?highlight=*:*
Anatomy Test Jeckon H,Maureen Dawson,./record/112351?highlight=*:*
Abstract in Yellow and Turquoise,Tom Sheran,./record/123113?highlight=*:*
Standing Male Nude (1952),David Michie,./record/21387?highlight=*:*
"Couplings, Escalator for sale (2017)",Tessa Lynch,./record/102736?highlight=*:*
In Edinburgh Carnival '65 (1965),Kenneth R Duffy,./record/99493?highlight=*:*
Unknown (1930s),James H Donaldson,./record/53528?highlight=*:*
1. Meccarama (1972),Anthony Benjamin,./record/21667?highlight=*:*
Fish in a Whirlpool (1953),Hans Jelinek,./record/21653?highlight=*:*
Old Pentland (1965),John Picking,./record/122742?highlight=*:*
Unknown (1960),Hugh Deans,./record/53573?highlight=*:*
Untitled (1963),Andrew Raeburn,./record/22018?highlight=*:*
Untitled (1962),Chris Holmes,./record/21770?highlight=*:*
Marshal from the West Frieze of the Parthenon (1836-1837),NA,./record/20689?highlight=*:*
Farm Building (01 MAY 1985),Allison E Sharpe,./record/21467?highlight=*:*
Unknown (1950),Valerie A. Cockburn (Gage),./record/50555?highlight=*:*
Printmaking and Print Collecting 1500-1700,Unknown,./record/21776?highlight=*:*
Untitled (1981),Colin A. Lawson,./record/99530?highlight=*:*
Framed applique (1936),Unknown,./record/102698?highlight=*:*
Seated Figure (Circa 1975),Ruth S. Stiven,./record/122905?highlight=*:*
Large Bowl (1920s),Emma Gillies,./record/53732?highlight=*:*
"Metope 2, south entablature, Parthenon (1837)",NA,./record/20641?highlight=*:*
Standing Nude Woman,Bruce W. Black,./record/122820?highlight=*:*
Standing Male Nude (1958),Sarah Shaw,./record/20818?highlight=*:*
Three Men (1963),Geoffrey J Roper,./record/21360?highlight=*:*
Unknown (1946),Marjorie McLachlan,./record/50489?highlight=*:*
Standing Male Nude (1954),Kathleen M D Mole,./record/21052?highlight=*:*
Pylons in the Landscape (01 MAY 1985),Allison E Sharpe,./record/21468?highlight=*:*
Seated Nude Woman (1957-1959),Albert Robson,./record/20813?highlight=*:*
Unknown (1949),James N. Hardie,./record/50532?highlight=*:*
Untitled - Portrait of a Girl in a Hat (05 DEC 1966),Catherine Robin,./record/99411?highlight=*:*
Portrait of a Seated Woman (1954),John P Busby,./record/21376?highlight=*:*
Seated Young Male Nude (1948),Victorine Anne Schilsky,./record/20832?highlight=*:*
Abstract,James T Carlyle,./record/21004?highlight=*:*
Unknown (Unknown),Unknown,./record/21546?highlight=*:*
Untitled (NOV 1968),Caroline Rose,./record/21843?highlight=*:*
Unknown,Valerie Samuel,./record/53535?highlight=*:*
Sea Shore (Unknown),Richard Florsheim,./record/21662?highlight=*:*
Unknown (1947),Marjorie Wallace,./record/50438?highlight=*:*
Portrait of a Woman (1951),James P W Syme,./record/21231?highlight=*:*
Views of a Male Nude (FEB 1952),Martin G C McKeown,./record/21416?highlight=*:*
Sleeping Figure,Paul Gladston,./record/21516?highlight=*:*
Standing Male Nude,A Wrever,./record/20859?highlight=*:*
Untitled,Ruth Stiven,./record/99494?highlight=*:*
Unknown,Alan J McLeod,./record/53605?highlight=*:*
Untitled (1971),G.A. C,./record/21927?highlight=*:*
