title,artist,link
Portrait Study (1950),Thomas Kim Redpath,./record/22703?highlight=*:*
Untitled (Unknown),Wendy Gunn,./record/21718?highlight=*:*
Untitled (1983),Unknown,./record/21837?highlight=*:*
Composition with Wire Form (1994),John Maclean,./record/47458?highlight=*:*
Landscape with Farmhouse (1948),Margaret Simster,./record/20799?highlight=*:*
"HKD Burg Giebichenstein Halle, Germany (APR 2002)",Sabine Lechner,./record/21908?highlight=*:*
Untitled (Unknown),Patrick Wichtler,./record/21949?highlight=*:*
Unknown (Unknown),Unknown,./record/21866?highlight=*:*
Self Portrait (1966),John Bellany,./record/20741?highlight=*:*
Portrait of a Woman (1939-1940),Robert A Campbell,./record/21129?highlight=*:*
Peacocks at Beveridge Park (20 Apr 1984),Unknown,./record/21631?highlight=*:*
Autumnal Image,John Johnstone,./record/22632?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,./record/20711?highlight=*:*
Abstract Composition in Yellow and Blue (Circa 1976),Gordon MacDonald,./record/22556?highlight=*:*
Reclining Female Nude (1953),Mary Edmond,./record/20895?highlight=*:*
Untitled (2002),Jo Ganter,./record/99923?highlight=*:*
Unknown (1958),Andrew P. W. Conkie,./record/50525?highlight=*:*
Mrs Nico (1963),Chloe E Brayn,./record/122876?highlight=*:*
Unknown (1963),Roger Cameron,./record/53590?highlight=*:*
Untitled (Unknown),Unknown,./record/21789?highlight=*:*
The Mirror Conspiracy (2007),Joakim Lund,./record/99972?highlight=*:*
Still Life,Vivien Alexander,./record/122874?highlight=*:*
Untitled (Unknown),Patrick McKenzie Smith,./record/21614?highlight=*:*
View of a Street (1980),Calum Wilson,./record/21454?highlight=*:*
"Circo Togni, Ravenna (1957)",Peter McGinn,./record/21114?highlight=*:*
Squirrel (1920s),Emma Gillies,./record/122125?highlight=*:*
Reclining Female Nude (1969),Leslie McConnell,./record/21274?highlight=*:*
Portrait of a Man,John Hunter,./record/21041?highlight=*:*
Still Life with Jugs and Milk Bottle (Circa 1962),Kathleen B. Russell,./record/122781?highlight=*:*
Untitled (Unknown),Edward Stratton,./record/21800?highlight=*:*
"Two Female Nudes: One Standing, One Seated",John Pettie,./record/122724?highlight=*:*
Seated Woman (30 May 1949),David McClure,./record/21039?highlight=*:*
Untitled - Birdcage and Baby (1963),Ann F Ward,./record/99349?highlight=*:*
Opuntia Claiata (1993),Jane Watt,./record/21956?highlight=*:*
Unfinished Portrait,Unknown,./record/122907?highlight=*:*
Part of petticoat,Unknown,./record/100004?highlight=*:*
Landscape (1966),Beth D. Mitchell,./record/22675?highlight=*:*
Sea Harvest (1953),John Muench,./record/21753?highlight=*:*
Sitting Nude Woman (1967),Jean B. M. Lothian,./record/22626?highlight=*:*
Untitled - Cubist Guitar Player (1963),Ann F Ward,./record/99350?highlight=*:*
Abstract,Alan T. Johnston,./record/22609?highlight=*:*
Squeeeeeze (2016),Ruoyan Wang,./record/99240?highlight=*:*
Dish (1924),Emma Gillies,./record/122068?highlight=*:*
Portrait of a Woman (1962),James T Carlyle,./record/21282?highlight=*:*
Mythical Composition with Four Figures and Coastal Cliffs,Victorine Anne Schilsky,./record/22656?highlight=*:*
Untitled (Unknown),George Glen,./record/21720?highlight=*:*
Unknown (1950),John W. Corner,./record/50518?highlight=*:*
Untitled (1969),Rosemary Hamblin,./record/22004?highlight=*:*
Portrait of a Woman (1962),Carl O Ekevall,./record/21285?highlight=*:*
Portrait of Joe (1965),Gordon Bryce,./record/99279?highlight=*:*
Fragments (1969),Ian G. Robertson,./record/122734?highlight=*:*
Self-Portrait (1968),Arthur J Baglee,./record/99381?highlight=*:*
Untitled (1987),Pamela Richardson,./record/21570?highlight=*:*
Self Portrait against Window (Circa 1983),Gwen W. Hardie,./record/22593?highlight=*:*
Untitled (Unknown),Frelyn Morton,./record/21969?highlight=*:*
Untitled (Unknown),Unknown,./record/21952?highlight=*:*
Transposition (Red and Gold) (2014),Emma Smith,./record/47457?highlight=*:*
Silenus and the Infant Dionysos,Unknown,./record/20586?highlight=*:*
Performing Labour (2020),Aisling Ward,./record/113780?highlight=*:*
Seated Female Nude (1959),Violet Thomson,./record/21145?highlight=*:*
Whitey 1.1 (2015),Stephanie Maclean,./record/53780?highlight=*:*
Portrait of a Man (1962),Leslie Johns,./record/21263?highlight=*:*
Patrick Nuttgens (recto),John Whittaker,./record/22738?highlight=*:*
Portrait of a Woman (1959),W Bryden,./record/21105?highlight=*:*
Cantoria (right panel),Unknown,./record/20580?highlight=*:*
Tottenham Court Road Underground (1987),"Eduardo Luigi Paolozzi KBE, RA",./record/21702?highlight=*:*
Nude in Blue,Unknown,./record/122971?highlight=*:*
Unknown (Circa 1890),Unknown,./record/50464?highlight=*:*
Tray-bearer from North Frieze of the Parthenon (1836-1837),NA,./record/20688?highlight=*:*
Untitled - Two Men in Suits (1967),Catherine Robin,./record/99412?highlight=*:*
Untitled (1966),Molly Harris,./record/99833?highlight=*:*
Empty Potato Field,Frances M. Walker,./record/22693?highlight=*:*
Unknown (1960),Robin E. Bownass,./record/50605?highlight=*:*
Untitled (2006),Aimee Laporte,./record/99880?highlight=*:*
Untitled (1976),Paul Grime,./record/21831?highlight=*:*
Untitled (Unknown),David [Unknown],./record/21990?highlight=*:*
Central Park in the Dark Some 40 Years Ago (1974-1976),"Eduardo Luigi Paolozzi KBE, RA",./record/21000?highlight=*:*
Portrait of a Seated Young Woman (MAR 1960),John Gilbert,./record/20998?highlight=*:*
Landscape with Resting Harvesters (1953),John Houston,./record/122708?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,./record/20695?highlight=*:*
Untitled,A. Thomas,./record/111045?highlight=*:*
Teacup,Emma Gillies,./record/53636?highlight=*:*
Untitled (1960),Robert L Snowden,./record/21541?highlight=*:*
Tiraz (Unknown),Victoria C F Bernie,./record/21918?highlight=*:*
Portrait of a Man (1960),John Johnstone,./record/21357?highlight=*:*
Skeleton (1957),Norman E Kirkpatrick,./record/21023?highlight=*:*
Portrait of a Man (19 NOV 1958),A Robson,./record/20936?highlight=*:*
Stairway (Circa 1979),Jean B. M. Lothian,./record/22636?highlight=*:*
Seated Male Nude with Foot Resting on Stool (1961),Plehakraborty,./record/21296?highlight=*:*
Standing Male Nude (1959),Kenneth Dingwall,./record/21332?highlight=*:*
IV (1963),John Bellany,./record/20745?highlight=*:*
Unknown (1960),John Gilbert,./record/53490?highlight=*:*
Unknown (18 MAY 1948),Edward A. Gage,./record/50630?highlight=*:*
Crouching Venus,Unknown,./record/19845?highlight=*:*
Study of Female Nude on All Fours (1952),Alastair Fairweather,./record/50423?highlight=*:*
Unknown (15 FEB 1956),Alan M. Alexander,./record/50593?highlight=*:*
Portrait of a Man (1954),Elizabeth Blackadder,./record/21408?highlight=*:*
Old Town (1998),John Brown,./record/21865?highlight=*:*
'Gods' and Chiton Figure from East Frieze of the Parthenon (1836-1837),NA,./record/20684?highlight=*:*
Seated Male Nude on Stool (1955),J Salter,./record/21193?highlight=*:*
Small Landscape (1946),Dorothy M. Peach,./record/21069?highlight=*:*
Untitled,Dr Ainslie Yule,./record/99534?highlight=*:*
Unknown,Iain Holden,./record/53534?highlight=*:*
Untitled,Susan Gierasik,./record/21715?highlight=*:*
Performing Labour II (2019),Aisling Ward,./record/113778?highlight=*:*
Seated Female Nude (1953),Mary Edmond,./record/20896?highlight=*:*
Profile of Female Nude (Circa 1970),Patrick J. Hickey,./record/22510?highlight=*:*
Seated Female Nude (1957),Hillary Lewis,./record/21160?highlight=*:*
Teacup,Emma Gillies,./record/53641?highlight=*:*
Untitled (Unknown),Stella Auchinleck,./record/21572?highlight=*:*
Standing Female Nude (1954),Margaret Proudfoot,./record/21246?highlight=*:*
Landscape near Florence (DEC 1955),John P Busby,./record/21383?highlight=*:*
Untitled (Unknown),Unknown,./record/21710?highlight=*:*
Composition with Two Figures in Lime Green,Unknown,./record/22657?highlight=*:*
Architectural Drawing,Adri C Chrichton,./record/21514?highlight=*:*
Seated Female Nude (1968),Alan T. Johnston,./record/21424?highlight=*:*
Standing Male Nude (28 NOV 1956),James Nicholson,./record/21153?highlight=*:*
Maize III (1979),Penelope Low,./record/99472?highlight=*:*
La bohème (1984),Boris Bućan,./record/22034?highlight=*:*
Self Portrait (1953),Laura E. Nye,./record/122915?highlight=*:*
Rooster (Unknown),Milton Goldstein,./record/21657?highlight=*:*
Standing Female Nude (1925-1926),John Maxwell,./record/93357?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,./record/50473?highlight=*:*
Standing Male Nude (1953),William Mercer,./record/20943?highlight=*:*
Untitled - Life Drawing of Reclining Nude Male (1967),Isobel T Johnstone,./record/99250?highlight=*:*
Portrait of a Seated Woman (1958),Peter Standen,./record/20865?highlight=*:*
Standing Male Nude (1951),Matilda Smith,./record/21227?highlight=*:*
A World under Your Feet/ Composition with Yellow Crosses (diptych) (1990),Alistair W. Clark,./record/122960?highlight=*:*
Jug (1920s),Emma Gillies,./record/122072?highlight=*:*
Untitled (17 May 2000),Kate Stancliffe,./record/22001?highlight=*:*
Two Female Heads (1959),Denness Morton,./record/21077?highlight=*:*
Felicity Who Went to Peru (1986),Faye Banks,./record/21897?highlight=*:*
Turquoise and Pink (Circa 1969),Maureen Marshall,./record/22546?highlight=*:*
Untitled,Robert Maclaurin,./record/111033?highlight=*:*
Untitled (1997),Rachel Clark,./record/21876?highlight=*:*
Mannequin,Anna Millar,./record/22628?highlight=*:*
Nettleton (1977),"Eduardo Luigi Paolozzi KBE, RA",./record/21698?highlight=*:*
Interior Scene of a Bar (1950),Alastair Flattely,./record/21373?highlight=*:*
Small Anatomical figure (male),NA,./record/20598?highlight=*:*
Life-Drawing (1928),Robert Heriot Westwater,./record/100023?highlight=*:*
Perpetual Expansion (2006),Melinda Cross,./record/99886?highlight=*:*
Victorian collar (1956),Unknown,./record/102699?highlight=*:*
Portrait of a Woman Seated (1958),Richard McNeill,./record/20893?highlight=*:*
ça et là au bord de la mer (Jul 1993),Jane Watt,./record/21955?highlight=*:*
Untitled (Unknown),Kate Stancliffe,./record/21601?highlight=*:*
Alistair Park (1952),Frances M. Walker,./record/122758?highlight=*:*
Dušan Jovanović: Vojna Tajna (1983),Boris Bućan,./record/22032?highlight=*:*
Still Life with Goblets (1959),Alan M. Alexander,./record/22743?highlight=*:*
Still Life with Two Fish and Bottles (Circa 1958),Robert M E Callender,./record/102661?highlight=*:*
Hand Thrown Bowl (1920s),Emma Gillies,./record/53733?highlight=*:*
Two Views of a Reclining Male Nude (1960),Kenneth R Wheatley,./record/20858?highlight=*:*
Untitiled (1934),A. Patterson Barclay,./record/21803?highlight=*:*
Untitled (1988),Jo de Pear,./record/21935?highlight=*:*
Untitled (1985-1986),Norman Cameron,./record/21634?highlight=*:*
1986 Edinburgh College of Art Degree Show (1986),Hilary A. Fisher,./record/21582?highlight=*:*
Portrait of Joanna,Alex Mitchell,./record/122711?highlight=*:*
Untitled,Jean M. A. Conacher,./record/112352?highlight=*:*
Hyde Park,Unknown,./record/50476?highlight=*:*
Plate (1920s),Emma Gillies,./record/53675?highlight=*:*
Untitled (1983),Pauline Cumming,./record/21899?highlight=*:*
Printed Fabric,Robin Jones,./record/22538?highlight=*:*
People on Bench,Hazel Rich,./record/22525?highlight=*:*
Untitled (1966),Helen G. S Forde,./record/99814?highlight=*:*
High St. Harlesden (1964-1965),Gordon Bryce,./record/99283?highlight=*:*
Supporters scarves (United We Stand Divided We Fall) (2024),Eilidh McKeown,./record/123749?highlight=*:*
The Miraculous Draught of Fishes (1951),Edward A. Gage,./record/122881?highlight=*:*
Serving Plate,Emma Gillies,./record/53619?highlight=*:*
Dark Landscape with Monoliths (1959),Jacqueline A N Stieger,./record/20823?highlight=*:*
Fiddlers (1952),Walter Rogalski,./record/21656?highlight=*:*
"Vale of Health, Hampstead Heath (1950)",Alexander Cree,./record/50545?highlight=*:*
Unknown,Leonard I. H. Gray,./record/53486?highlight=*:*
The Room (1980),Stephen H. Harrison,./record/122681?highlight=*:*
Unknown (1969),J Lyle,./record/53608?highlight=*:*
Obstacle - Govan Hill Baths (2014),Charles Myatt,./record/47455?highlight=*:*
Untitled,Colin Vernall,./record/22631?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,./record/53689?highlight=*:*
"Metope 4, south entablature, Parthenon (1837)",NA,./record/20649?highlight=*:*
Untitled (2002-2007),Greta Grendaite,./record/99897?highlight=*:*
Untitled (FEB 1963),John Bellany,./record/21534?highlight=*:*
Unknown,Ursula Giles,./record/53489?highlight=*:*
Portrait of a Man (1959),Jean I. Beattie,./record/20919?highlight=*:*
Seated Male Nude (Circa 1953),Mollie Parker,./record/20948?highlight=*:*
Horse (1920s),Emma Gillies,./record/53747?highlight=*:*
Full Length Nude Female (1949),Edith A. Blight,./record/22692?highlight=*:*
"The Old Church, Corstorphine (1939)",Hugh Ross Mackean,./record/21827?highlight=*:*
Embroidered panel,Winsome Douglass,./record/113833?highlight=*:*
Horse of Selene from the east pediment,NA,./record/20634?highlight=*:*
Unknown (1969),Brent D. Millar,./record/50378?highlight=*:*
Unknown (1956),Alan M. Alexander,./record/50594?highlight=*:*
Sampler Helen Martin (1936),Helen Martin,./record/102669?highlight=*:*
Portrait of a Man (1951),Pauline Ken,./record/21238?highlight=*:*
Violet (03 NOV 1958),Barbara Strachan,./record/20867?highlight=*:*
Caged Birds (Circa 1984),Valerie Anderson,./record/123335?highlight=*:*
Eclectic (2007),Catherine Sargeant,./record/99852?highlight=*:*
Portrait of a Man (1957),Unknown,./record/21250?highlight=*:*
Nude in Sunlight (1983),Gwen W. Hardie,./record/22542?highlight=*:*
Unknown (Unknown),Unknown,./record/21970?highlight=*:*
The Dead Christ (1831),Unknown,./record/20573?highlight=*:*
Untitled,M. Donlevy,./record/112506?highlight=*:*
Prendre la clef des Chaps (1963),Ann F Ward,./record/99346?highlight=*:*
Angel Playing Pipes (Unknown),Unknown,./record/20608?highlight=*:*
Portrait of a Woman,V Timmins,./record/21442?highlight=*:*
Unknown,Claire Alexander,./record/50391?highlight=*:*
Groom and horses from North Frieze of the Parthenon (1836-1837),NA,./record/20713?highlight=*:*
Portrait of a Man through a Door,Paul Gladston,./record/21526?highlight=*:*
Landscape with Rocks and Trees (1953-1954),D. Gordon Campbell,./record/20797?highlight=*:*
Untitled (1995-1996),Arabella Harvey,./record/21724?highlight=*:*
Standing Figure (Circa 1979),Ursula M. Henning,./record/22517?highlight=*:*
Unknown (1952),Rosemary Bagshaw,./record/53517?highlight=*:*
Portrait of a Woman,Lucy Bowman,./record/21512?highlight=*:*
Untitled (1989),Joanne Leonie Milne,./record/21888?highlight=*:*
Plate (1920s),Emma Gillies,./record/53674?highlight=*:*
Seated Female Nude (1967),Kevin Maguire,./record/99359?highlight=*:*
Untitled (Unknown),Susie Wilson,./record/21964?highlight=*:*
The Stove (1948),Leszek T. Muszynski,./record/122730?highlight=*:*
Unknown (31 OCT 1962),Norman Macdonald,./record/53596?highlight=*:*
Abstract,V. Constant,./record/111444?highlight=*:*
Portrait of a Man,Anthony Sinclair,./record/21483?highlight=*:*
Untitled (1981),Isobel Jack,./record/21578?highlight=*:*
Magpie (1989),Jane V Hyslop,./record/99961?highlight=*:*
Unknown (1947),Margaret C. Ogilvy,./record/50494?highlight=*:*
Still Life with Figure (1961),Vivien Alexander,./record/122767?highlight=*:*
Standing Male Nude,John Hunter,./record/21043?highlight=*:*
Thick Pale Green,Unknown,./record/22547?highlight=*:*
Still Life with Coffee Pot on Stool (1952),Mollie E N Langlands,./record/22711?highlight=*:*
Standing Female Nude (1959),C Byron,./record/20916?highlight=*:*
The Smile You Put On Everyday (2016),Ruoyan Wang,./record/99241?highlight=*:*
"Nylqhare, Whipsnade (31 AUG 1946)",Mabel D. Lawford,./record/50535?highlight=*:*
Unknown (1950),William James Laidlaw Baillie,./record/50628?highlight=*:*
Hill Fence (1976),Alfons Bytautas,./record/50385?highlight=*:*
Small Landscape Study (1953),Iain West,./record/20849?highlight=*:*
Portrait of a Man (1983-1988),Renny Tait,./record/21472?highlight=*:*
Trees in Kensington Gardens (Unknown),John Kingsley Cook,./record/21694?highlight=*:*
Nude in Veil,Anna Millar,./record/22637?highlight=*:*
Untitled (1962),Paresh C. Chakraborty,./record/112306?highlight=*:*
Portrait of a Male,George A. MacPherson,./record/122726?highlight=*:*
Seated Male Nude (1954),Kathleen M D Mole,./record/21051?highlight=*:*
Unknown (1950),James T. Ferguson,./record/53499?highlight=*:*
Disturbance (2007),Edmundus Saladzius,./record/99891?highlight=*:*
Portrait of a Woman (1954),Thomas T Robertson,./record/21206?highlight=*:*
Plate (1920s),Emma Gillies,./record/53669?highlight=*:*
Unknown,Andrew Parkinson,./record/50410?highlight=*:*
Replica of parthenon slab PF049,NA,./record/20653?highlight=*:*
Unknown (1948),Marjorie Wallace,./record/50442?highlight=*:*
Two male figures from Parthenon Frieze,NA,./record/20662?highlight=*:*
Two Builders in an Industrial Landscape (1965),John MacLeod,./record/122710?highlight=*:*
Townscape with Church (1955),Margaret Proudfoot,./record/21034?highlight=*:*
Untitled (1963),Kathleen Russell,./record/22014?highlight=*:*
Unknown (23 JAN 1964),James Goodall,./record/50481?highlight=*:*
Man in Blue Waistcoat (1987),Henry Rogers,./record/21461?highlight=*:*
Standing Woman (1959),C Byron,./record/20915?highlight=*:*
Still Life with Orange Jug and Bottles,G. F. Patterson,./record/122961?highlight=*:*
Standing Male Nude Adjusting a Stand (1960),Jean Ritchie,./record/20790?highlight=*:*
